v1,v2,Unnamed: 2,Unnamed: 3,Unnamed: 4,label_binary,clean_text
ham,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry",,,,0,ola would get back maybe today told direct link us getting cars bids online arrange shipping get cut u partnership u invest money shipping takes care rest u wud b self reliant soon dnt worry
ham,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,,,,0,fwiw reason around time smoke gas afford around someone tells apparently happens somebody wants light
ham,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*",,,,0,hello boytoy made home constant thought love hope nice visit wait till come home kiss
ham,Congrats kano..whr s the treat maga?,,,,0,congrats kano whr treat maga
ham,Who u talking about?,,,,0,u talking
ham,Yup...,,,,0,yup
ham,"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...",,,,0,u wake already wat u u picking us later rite taking sq reaching ard smth like dat u check e arrival time c ya soon
ham,Yunny i'm walking in citylink now Ì_ faster come down... Me very hungry...,,,,0,yunny walking citylink faster come hungry
ham,Er yep sure. Props?,,,,0,er yep sure props
ham,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc",,,,0,hiya u paying money account thanks got pleasant surprise checked balance u c get statements acc
spam,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,,,,1,u nokia plus free digital camera u get u win free auction take part send nokia pobox tcr w
ham,Ok ill send you with in  &lt;DECIMAL&gt;  ok.,,,,0,ok ill send lt decimal gt ok
ham,Bognor it is! Should be splendid at this time of year.,,,,0,bognor splendid time year
ham,Yes.i'm in office da:),,,,0,yes office da
ham,Ok. I only ask abt e movie. U wan ktv oso?,,,,0,ok ask abt e movie u wan ktv oso
ham,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,,,,0,misplaced number sending texts old number wondering heard year best mcat got number atlanta friends
ham,Dunno lei... I might b eatin wif my frens... If Ì_ wan to eat then i wait 4 Ì_ lar,,,,0,dunno lei might b eatin wif frens wan eat wait lar
spam,FREE entry into our å£250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,,,,1,free entry weekly comp send word win c www txttowin co uk
ham,Do u noe how 2 send files between 2 computers?,,,,0,u noe send files computers
ham,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again",,,,0,mmmmm loved waking words morning miss love hope day goes well happy wait us together
ham,jay says he'll put in  &lt;#&gt;,,,,0,jay says put lt gt
ham,Can you just come in for a sec? There's somebody here I want you to see,,,,0,come sec somebody want see
ham,So the sun is anti sleep medicine.,,,,0,sun anti sleep medicine
ham,What's happening with you. Have you gotten a job and have you begun registration for permanent residency,,,,0,happening gotten job begun registration permanent residency
ham,Yup ok...,,,,0,yup ok
ham,Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.,,,,0,glad went well come plenty time claire goes work
ham,Ok enjoy . R u there in home.,,,,0,ok enjoy r u home
ham,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.",,,,0,pls pls send mail know relatives coming deliver know costs risks benefits anything else thanks
ham,You do what all you like,,,,0,like
ham,That's y we haf to combine n c how lor...,,,,0,haf combine n c lor
ham,The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.,,,,0,monthly amount terrible pay anything till months finishing school
ham,Hmmm:)how many players selected?,,,,0,hmmm many players selected
ham,"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation.",,,,0,said gon na snow start around pm tonite predicting inch accumulation
ham,I dont. Can you send it to me. Plus how's mode.,,,,0,dont send plus mode
ham,Aiyo please Ì_ got time meh.,,,,0,aiyo please got time meh
ham,Package all your programs well,,,,0,package programs well
ham,"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN.",,,,0,sister belongs family hope tomorrow pray fated shoranur train incident lets hold hands together amp fuelled love amp concern prior grief amp pain pls join dis chain amp pass stop violence women
ham,So are you guys asking that i get that slippers again or its gone with last year,,,,0,guys asking get slippers gone last year
ham,Company is very good.environment is terrific and food is really nice:),,,,0,company good environment terrific food really nice
spam,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk",,,,1,text get ringtones logos games www txt com questions info txt co uk
ham,Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,,,,0,honestly made lovely cup tea promptly dropped keys burnt fingers getting
ham,Yup but not studying surfing lor. I'm in e lazy mode today.,,,,0,yup studying surfing lor e lazy mode today
ham,Please sen :)my kind advice :-)please come here and try:-),,,,0,please sen kind advice please come try
ham,I'm done. C Ì_ there.,,,,0,done c
ham,"Oh fine, I'll be by tonight",,,,0,oh fine tonight
ham,ÌÏ give me some time to walk there.,,,,0,give time walk
ham,I'll reach in ard 20 mins ok...,,,,0,reach ard mins ok
spam,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",,,,1,freemsg awarded free mini digital camera reply snap collect prize quizclub opt stop p wk sp rwm ph
ham,Fuck babe ... What happened to you ? How come you never came back?,,,,0,fuck babe happened come never came back
spam,This message is brought to you by GMW Ltd. and is not connected to the,,,,1,message brought gmw ltd connected
ham,"Some friends want me to drive em someplace, probably take a while",,,,0,friends want drive em someplace probably take
ham,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.,,,,0,also thk fast xy suggest one u dun wan ok going rain leh got gd
ham,Are you still getting the goods.,,,,0,still getting goods
ham,And maybe some pressies,,,,0,maybe pressies
ham,"Yeah I am, so I'll leave maybe 7ish?",,,,0,yeah leave maybe ish
ham,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.,,,,0,told dr appt next week thinks gon na die told check nothing worried listen
ham,You in your room? I need a few,,,,0,room need
ham,I dont want to hear anything,,,,0,dont want hear anything
ham,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..,,,,0,hey leave friday wait ask superior tell
ham,Ultimately tor motive tui achieve korli.,,,,0,ultimately tor motive tui achieve korli
ham,From 5 to 2 only my work timing.,,,,0,work timing
ham,Û_ and donÛ÷t worry weÛ÷ll have finished by march Û_ ish!,,,,0,worry finished march ish
ham,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel",,,,0,house water dock boat rolled newscaster dabbles jazz flute behind wheel
spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",,,,1,congrats mobile g videophones r call videochat wid ur mates play java games dload polyph music noline rentl bx ip p
spam,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,,,,1,next amazing xxx picsfree video sent enjoy one vid enough day text back keyword picsfree get next video
ham,Now thats going to ruin your thesis!,,,,0,thats going ruin thesis
ham,In sch but neva mind u eat 1st lor..,,,,0,sch neva mind u eat st lor
ham,Hey whats up? U sleeping all morning?,,,,0,hey whats u sleeping morning
ham,Erm. I thought the contract ran out the4th of october.,,,,0,erm thought contract ran th october
ham,I dunno until when... Lets go learn pilates...,,,,0,dunno lets go learn pilates
spam,U are subscribed to the best Mobile Content Service in the UK for å£3 per ten days until you send STOP to 83435. Helpline 08706091795.,,,,1,u subscribed best mobile content service uk per ten days send stop helpline
ham,Yup i'm elaborating on the safety aspects and some other issues..,,,,0,yup elaborating safety aspects issues
spam,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs å£1.50 each",,,,1,free tarot texts find love life try free text chance free msgs
ham,"Goodmorning, today i am late for 1hr.",,,,0,goodmorning today late hr
ham,Hi happy birthday. Hi hi hi hi hi hi hi,,,,0,hi happy birthday hi hi hi hi hi hi hi
ham,I will be outside office take all from there,,,,0,outside office take
ham,If you don't respond imma assume you're still asleep and imma start calling n shit,,,,0,respond imma assume still asleep imma start calling n shit
ham,"Aight, see you in a bit",,,,0,aight see bit
ham,My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:),,,,0,superior telling friday leave department except leave way call waheed fathima hr conform
spam,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,,,,1,join uk horniest dogging service u sex nite sign follow instructions txt entry nyt ec lp msg p
ham,Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.,,,,0,lol take member said aunt flow visit months cause developed ovarian cysts bc way shrink
ham,Still work going on:)it is very small house.,,,,0,still work going small house
ham,"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?",,,,0,friend got says upping order grams got lt gt get
ham,Tmr timin still da same wat cos i got lesson until 6...,,,,0,tmr timin still da wat cos got lesson
ham,"ThatÛ÷s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!",,,,0,thing apes u fight death keep something minute u let go thats
ham,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans,,,,0,gon na able late notice home weeks anyway plans
ham,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...",,,,0,got fujitsu ibm hp toshiba got lot model say
